Time,Price,Volume
3/13/2015 12:00:00 AM,0.000140524668205413,86207.1763658754
3/14/2015 12:00:00 AM,0.000142462136746187,98339.3915747974
3/15/2015 12:00:00 AM,0.000141515230389604,63421.233476822
3/16/2015 12:00:00 AM,0.000144281254467752,65645.0120596614
3/17/2015 12:00:00 AM,0.000143307680360577,75960.9769281107
3/18/2015 12:00:00 AM,0.000130976013258198,119477.155008804
3/19/2015 12:00:00 AM,0.000133564823684207,101730.953775535
3/20/2015 12:00:00 AM,0.000131865250880006,38442.2930851421
3/21/2015 12:00:00 AM,0.000130785435588825,81265.828690849
3/22/2015 12:00:00 AM,0.000132127496961001,121567.751578466
3/23/2015 12:00:00 AM,0.000136631043139265,154789.487504629
3/24/2015 12:00:00 AM,0.000129284971985377,100603.646654828
